uber	2
facebook	2	
google	2
amazon	2
linkedin	2
新闻出版局 nt 22
新闻研究所 nt 2
新阳文化商业中心 nt 2
新阳消防中队 nt 1
新集镇八桥村徐马组 nt 2
新韩银行 ntcb 2
新风派出所 nt 1
新马集镇政府 nt 9
新鲜胡同小学 nts 1
方下镇党委 nt 9
方下镇原党委 nt 3
方圆五交化公司 nt 1
方庄社区服务中心 nt 1
方庄邮政局 nt 1
方庙街道城管执法中队 nt 1
方正证券财富管理中心 nt 1
方正集团 ntc 2
旅欧中国少年共产党 nt 2
旅游规划研究所 nt 1
旅游规划院 nt 1
旅顺高等法院 nt 1
无为中学 nts 3
无为二中 nt 1
无为供电公司 nt 2
无城镇坝埂头站牌处 nt 1
无线电监测站 nt 2
无线电管理局 nt 4
无线电视台 nt 1
既得利益集团 ntc 1
日中友好协会 nt 6
日产公司 nt 2
日内瓦办事处 nt 1
日芯光伏科技有限公司 ntc 1
旧县镇镇政府 nt 1
旧州卫生院 nt 1
旧州镇光明村委会 nt 1
旧州镇政府 nt 1
旧金山中国总领馆 nt 2
旧金山中领馆 nt 3
旧金山办事处 nt 17
旧金山办公室 nt 1
旧金山卫生局 nt 1
旧金山市政府律师办公室 nt 4
旧金山政府 nt 5
旧金山机场 nt 4
旧金山消防局 nt 39
旧金山淘金者队 nt 1
旧金山联邦地区法庭 nt 2
旧金山联邦法院 nt 1
旧金山警察局 nt 99
旧金山领事馆 nt 1
旧金山领馆 nt 17
早稻田大学 ntu 1
旬阳汉江烟花厂 nt 1
旬阳烟厂 nt 2
旭光小学 nt 1
旭辉集团股份有限公司 ntc 1
旱丰村六组 nt 3
时事通讯社 nt 9
时代公司 nt 1
时代出版 ntc 2
时代华纳公司 ntc 3
时尚传媒集团 ntc 1
时尚杂志社 nt 1
时尚集团 ntc 1
昂达 ntc 3
昆仑图书编辑部 nt 2
昆仑大道药科学校 nt 1
昆仑影业公司 ntc 1
昆仑能源西藏有限公司 nt 2
昆仑饭店 ntch 6
昆北路银洲宾馆 nt 1
昆士兰旅游局 nt 1
昆山工商局 nt 5
昆山科技大学 ntu 1
昊源集团 nt 1
昌乐收费站 nt 1
昌五金有限公司 nt 1
昌勤公司 nt 2
昌大一附院心身科 nt 1
昌宜影院 nt 1
昌岗派出所 nt 1
昌平两会 nt 1
昌平国土分局 nt 1
昌平妇幼保健院 nth 2
昌平小学 nts 1
昌平检察院 nt 1
昌平法院 nt 10
昌平规划分局 nt 1
昌平规划分局经办 nt 1
昌江县南海渔业公司 nt 1
昌江县委 nt 4
昌江县委宣传部 nt 3
昌江发改委 nt 1
昌江旅游产业发展局 nt 1
昌江旅游局 nt 2
昌江法院 nt 2
昌江财政局 nt 1
昌江黎族自治县县委 nt 1
昌江黎族自治县广播电视台 nt 1
昌江黎族自治县教育局 nt 1
昌河集团 ntc 1
昌河飞机工业公司 nt 2
昌河飞机工业集团有限责任公司 nt 4
昌荣镇政府 nt 1
明光中学 nts 2
明光路街道金大塘社 nt 1
明发集团 ntc 1
明尼苏达大学 ntu 2
明尼苏达州监狱 nt 2
明尼苏达森林狼队 nt 1
明星村养猪专业合作社 nt 1
明星酒店 ntch 1
明治大学 ntu 2
明治奶粉 ntc 1
明湖派出所 nt 6
明爱医院 nth 1
易居房地产研究院 nt 3
昕雨薇鞋店 nt 2
星光小学 nts 1
星城国际 ntc 1
星子开发区加油站 nt 2
星宇文化创意产业园 nt 1
星展银行 ntcb 1
星展银行（中国）有限公司 nt 1
星巴克公司 ntc 1
星洲律师公会 nt 1
星火商场 nt 4
星火镇政府 nt 1
星际联盟 nt 1
星际酒店 ntch 4
春江花卉基地 nt 1
春熙路店 nt 2
春熙路街道办 nt 1
春熙路街道办事处 nt 1
春秋航空公司 ntc 2
春蕾小学 nts 1
昭和大学 ntu 4
晋冀鲁豫边区政府 nt 1
晋察冀军区 nt 1
晋察冀军区部队 nt 1
晋江县政府 nt 1
晋江池店 nt 1
晋江看守所 nt 1
晋煤金华润化工厂 nt 1
晋绥八地委城工部 nt 1
晋绥铁路银行 nt 6
晋能集团 ntc 1
晋西支队 nt 1
晟汽车配套服务有限公司 nt 1
晨光农业经营有限责任公司 nt 1
晨光幼儿园 nt 1
晨曦队 nt 1
普克药业 nt 1
普办公室 nt 1
普天新能源安徽有限公司 nt 2
普度大学 ntu 7
普惠制幼儿园 nt 1
普惠幼儿园 nt 1
普惠性幼儿园 nt 3
普林斯顿大学 ntu 5
普柳申科 nt 7
普渡大学 ntu 5
普陀长征急救站 nt 2
普领导小组 nt 2
景区管委会 nto 12
景宁县人民法院 nt 4
景山学校 nt 1
景田百岁山 ntc 1
智立方集团 nt 1
智能变电站 nt 5
智能影院 nt 3
智能科技有限公司 ntc 1
暨南大学 ntu 6
暨南大学医学院 nt 1
暨南大学艺术学院 nt 1
暨南大学药学院 nt 1
暨南大学邵逸夫体育馆 nt 1
暴力集团 ntc 4
曙光信息产业股份有限公司 ntc 6
曙光公司 ntc 1
曙光学校 nt 7
曙光小学 nts 3
曙光影院 nt 1
曙光集团 ntc 1
曲江影视集团 nt 5
曲江派出所 nt 10
曲江社区服务站 nt 1
曲江街道办社区服务中心办公室 nt 1
曲江银泰城购物中心 nt 1
曲阳公安局刑警队 nt 1
曲阳刑警队 nt 1
曲阳宾馆 nt 1
曲阳文化文物旅游局 nt 1
曲鲁海乡供销社 nt 1
更俗剧院 nt 2
曼城队 nt 3
曼彻斯特大学 ntu 1
曼彻斯特联队 nt 4
曼联俱乐部 nt 5
曼联队 nt 4
曼谷东方文化书院 nt 1
曼谷兰甘杏大学 nt 1
曼谷大使馆 nt 2
曼谷大学 ntu 4
曼谷市郊分店 nt 1
曼谷政府 nt 1
曼谷蓝甘杏大学 nt 2
曼谷警察局 nt 1
曼谷郊区政府行政中心 nt 1
最大的水电站 nt 1
最高人民检察院 nto 78
最高人民法院 nto 428
最高人民法院党组 nt 8
最高人民法院办公厅 nt 1
最高人民法院审判委员会 nt 2
最高人民法院政治部 nt 2
最高人民法院研究室 nt 7
最高检察院 nt 3
最高法院会 nt 1
月坛体育馆加油站 nt 1
月坛庆丰包子铺 nt 2
有色金属行业 nt 2
服务业调查中心 nt 2
朗县拉多乡拉多村党支部 nt 1
朗县洞嘎镇朗敦辣椒专业合作社 nt 1
望京南湖东园 nt 1
望京南湖东园小学 nt 1
望京消防中队 nt 1
望江人大 nt 2
望江西路站 nt 5
望江路锻压厂 nt 1
朝日新闻国际编辑部 nt 3
朝日新闻社 nt 1
朝日电视台 nt 1
朝晖派出所 nt 1
朝阳东坝单店 nt 5
朝阳中学 nts 3
朝阳交通支队 nto 1
朝阳供电公司 ntc 1
朝阳公安分局 nt 1
朝阳医院 nth 21
朝阳医院医疗联盟 nt 1
朝阳医院门诊 nt 1
朝阳呼家楼派出所 nt 1
朝阳国际分校 nt 4
朝阳妇幼保健院 nth 1
朝阳工商局企业监督科 nt 1
朝阳急诊抢救中心 nt 1
朝阳检察院 nt 1
朝阳法院 nt 35
朝阳法院执行局 nt 4
朝阳派出所 nto 20
朝阳消防支队 nt 1
朝阳社区矫正中心 nt 1
朝阳管庄店 nt 1
朝阳街派出所 nto 2
朝阳镇政府 nt 1
期刊委员会 nt 1
木垒县委 nt 1
木垒县委办公室 nt 1
木垒哈萨克自治县东城镇鸡心梁村白桦泉刺绣合作社 nt 1
木棠镇卫生院 nt 4
木镇镇敬老院 nt 1
未央西航三校 nt 1
未来公司 ntc 3
本报编辑部 nt 1
本田 ntc 80
本菲卡队 nt 8
本钢（集团）公司总医院 nt 1
札幌管区气象台 nt 1
札达边防大队 nt 1
朱庄村虎凤养鸡场 nt 1
朱德故居纪念馆 nt 1
朱拉隆功大学 ntu 3
朱泾镇党委 nt 1
朴次茅斯大学 ntu 3
朴茨茅斯中学 nt 1
机关事务管理局 nto 74
机关办公楼 nto 12
机关团委 nt 2
机关工会 nt 4
机关工委 nto 4
机关工委办 nt 1
机关幼儿园 nt 17
机动车检测站 nt 5
机器人技术与系统国家重点实验室 nt 1
机场派出所 nto 5
机场集团 nt 10
机场集团春运办 nt 1
机床协会 nt 1
机床工具行业 nt 2
机械制造公司 nt 2
杂交水稻国家重点实验室 nt 1
李集派出所 nto 1
李鸿章故居陈列馆 nt 3
杏林派出所 nto 4
村镇建设司 nt 2
杜克大学 ntu 2
杜兰大学 ntu 9
杜莎夫人蜡像馆 nt 3
来宾石油分公司 nt 7
来榜镇党委政府 nt 1
来榜镇关河村杨树组 nt 1
来榜镇派出所 nt 1
来榜镇综合文化站 nt 1
杨凌示范区社会事业局 nt 1
杨凌示范区陕西省建设领导小组 nt 3
杨家坊乡党委 nt 2
杨家渭村村委会 nt 2
杨思职业技术学校 nt 1
杨村煤矿 nt 2
杨村镇政府 nt 2
杨树浦发电厂 ntcf 1
杨浦公安分局 nt 1
杨浦公安刑侦办公室 nt 1
杨浦法院 nt 1
杨浦科技创业中心 nt 2
杨湾镇丰乐村丰收组 nt 1
杭兴村镇银行 nt 1
杰克逊维尔美洲虎队 nt 1
杰富瑞集团 ntc 2
杰尼斯事务所 nt 1
松下 ntc 24
松下电器 ntc 1
松下电器（中国）有限公司 nt 1
松岗法庭 nt 1
松岗镇党委 nt 1
松柏中学 nts 2
松柏镇八角庙村委会 nt 1
松江中山路工厂 nt 1
松江影视基地 nt 1
松江检察院 nt 1
松江电视台 nt 1
松江车墩影视基地 nt 1
松涛镇派出所 nt 3
板房沟乡人民政府 nt 1
板桥收费站 nt 1
板舍村敬老院 nt 3
极地海洋馆 nt 1
极地考察办公室 nt 19
林业专业合作社 nt 3
林业厅动保处 nt 1
林业厅野生动植物保护处 nt 1
林业总公司 nt 1
林业有害生物检疫除害基地 nt 1
林州公安局 nt 5
林登伍德大学 ntu 6
林肯动物园 nt 3
林语堂纪念馆 nt 1
林边小学 nts 2
林达海景酒店 ntch 1
果山社区党委 nt 1
枣强宾馆 nt 1
枣树回民村村委会 nt 1
枪炮与玫瑰乐队 nt 3
枫叶投资有限公司 nt 1
柏乡收费站 nt 2
柏垫镇政府 nt 1
柏树林街道办 nt 1
某地商业银行 nt 1
某部女子特战队 nt 1
查干诺尔乡专项工作组 nt 1
柯桥区农办 nt 1
柯桥区平水镇若耶村跃进茶场 nt 1
柯达 ntc 2
柯达公司 ntc 1
柳园公安检查站 nt 1
柳林大队 nt 2
柳江法庭 nt 3
柳钢集团 nt 9
柳钢（集团）公司 nt 2
标准委员会 nt 12
标准普尔 ntc 4
标准普尔评级服务公司 ntc 2
标致雪铁龙集团 ntc 5
树德中学 nts 1
校党委宣传部 nt 1
校学术委员会医学部 nt 2
校教务处 nt 4
核与辐射安全中心 nt 6
核安全局 nt 1
核安全研究所 nt 2
核能系统卓越创新中心 nt 2
核试验基地 nt 10
格力公司 nt 2
格力工业园 nt 1
格力电器 nt 16
格力电器会 nt 1
格力电器子公司 nt 1
格力财务公司 nt 2
格力集团 ntc 6
格力集团财务有限责任公司 nt 1
格勒诺布尔医院 nt 14
格勒诺布尔大学 ntu 1
格勒诺布尔大学医疗中心 nt 6
格勒诺布尔大学医院 nt 5
格尔木藏青工业园 nt 1
格拉斯哥大学 ntu 22
格拉斯哥大学心理学院 nt 1
格林公司 nt 3
格林变电站 nt 2
格致中学 nts 1
栾城交警大队 nt 1
桂平海事处 nt 1
桂平百货公司 nt 1
桂花研究中心 nt 1
桂花镇敬老院 nt 2
桃园八德军事看守所 nt 1
桃园地院 nt 1
桃园社区党总支 nt 1
桃园酒店 ntch 1
桃岭乡希望小学 nt 2
桃岭乡敬老院 nt 8
桃浦污水厂 nt 1
桃源北大医疗室 nt 26
桃源宾馆 nt 9
桃源小学 nts 2
桃源废品收购站 nt 1
桃源餐厅 nt 15
桃溪中学 nts 1
桃溪镇寺河村张沟组 nt 1
桃花派出所 nto 3
桃花镇卫生院 nt 1
桐乡公安局 nt 1
桐乡化纤厂 nt 1
桐城惠农担保公司 nt 2
桐城江淮村镇银行 nt 14
桐庐上海商会 nt 3
桐昆集团 ntc 2
桐梓林店 nt 1
桑园育才学校 nt 5
桑坦德竞技队 nt 4
桑德兰队 nt 1
桑普多利亚队 nt 3
桥头派出所 nto 4
桥头镇查渡村祁郢组 nt 1
桥头镇蒲岗村桥北组 nt 1
桥西蔬菜批发市场 nt 1
梁子湖水产集团 nt 1
梁平大世界酒店 nt 6
梁村收费站 nt 6
梅兰芳大剧院 nt 4
梅园新村纪念馆 nt 4
梅奥诊所 nt 3
梅山派出所 nt 2
梅山饭店 ntch 1
梅岭派出所 nt 2
梅林街道办 nto 1
梅林街道执法队 nt 3
梅河口市人民政府 nt 1
梅河口市妇幼保健院 nth 2
梅渚镇合唱团 nt 1
梅湖体育馆 nt 1
梅花山大队 nt 1
梅花惨案纪念馆 nt 1
梅花派出所 nto 2
梅赛德斯奔驰 ntc 6
梅赛德斯奔驰文化中心 nt 3
梧公交站 nt 1
梧客运站 nt 2
梧村小学 nt 2
梧村派出所 nt 6
梨园体育中心 nt 1
梨园地铁站 nt 1
梯级水电站 nt 4
检修公司 nt 1
检察委员会 nt 6
检测实验室 nt 2
棉纺路街道办 nt 5
棉花滩水电站 nt 1
棠浦镇中心小学 nt 3
森林公安局 nto 10
森林派出所 nto 10
植物生理学与生物化学国家重点实验室 nt 1
椭圆形办公室 nt 10
椰子寨村委会 nt 1
椰树集团有限公司 ntc 2
楚天云图航拍中心 nt 1
楚天粤海大酒店 nt 1
楼兰体育馆 nt 1
楼兰博物馆 nt 2
楼兰学会秘书处 nt 1
楼兰影剧院 nt 2
楼兰艺术团 nt 1
榆神公司 nt 1
榆神煤电公司 nt 2
榕城影院 nt 1
榕城美食街综合管理处 nt 2
槟城峇六拜机场 nt 2
槟榔中学 nts 1
樟岚总部基地 nt 2
模具公司 ntc 1
横山中心小学 nts 1
横山公共服务中心 nt 1
横峰街道鑫卓鞋厂 nt 2
横沥镇政府 nt 2
横滨fc队 nt 1
横滨俱乐部 nt 1
横滨地方检察厅 nt 2
横滨政府 nt 1
横滨海上保安部 nt 1
横须贺消防署 nt 1
橄榄球联盟 nt 8
橡树山高中 nts 1
檀国大学 ntu 1
檀香山史特劳比医院 nt 1
檬垭乡党委 nt 1
檬垭乡农业中心 nt 1
欣捷公司 nt 1
欣登空军基地 nt 1
欧共体使团 nt 3
欧委会 nt 1
欧宝 ntc 6
欧尚超市有限公司 nt 2
欧尚超市江宁店 nt 2
欧式装修 ntc 1
欧洲ed研究中心 nt 1
欧洲中央银行 ntcb 2
欧洲人权中心 nt 1
欧洲俱乐部 nt 3
欧洲区现金管理中心 nt 1
欧洲南方天文台 nt 1
欧洲司令部 nt 1
欧洲图书馆 nt 1
欧洲地球化学学会 nt 4
欧洲天文台 nt 2
欧洲宇航防务集团 ntc 1
欧洲对外关系委员会 nt 1
欧洲新车安全评鉴协会 nt 1
欧洲新闻电视台 nt 1
欧洲旅游团 nt 1
欧洲物理学会 nt 3
欧洲理事会 nt 1
欧洲直升机公司 ntc 3
欧洲研究部 nt 1
欧洲空间局 nt 8
欧洲联盟 nt 1
欧洲航天局 nto 7
欧洲艺术委员会 nt 1
欧洲药厂 nt 10
欧洲议会 nt 8
欧盟委员会 nt 21
欧盟驻华代表团 nt 1
欧睿公司 nt 1
欧美同学会 nt 13
欧莱雅大众化妆品部 nt 4
欧莱雅集团 ntc 6
欧足联 nt 13
歌华有线 ntc 1
歌尔声学股份有限公司 ntc 1
歌舞剧院 nt 2
正兴医院 nt 1
正大集团 ntc 8
正大集团欧瑞信生物科技有限公司 nt 1
正大集团生态有机农业示范点 nt 3
正太集团 ntc 1
正定机场 nt 1
正定龙武会 nt 1
步行者队 nt 2
武东收费站 nt 2
武侯祠博物馆 nt 4
武商电商公司 nt 1
武商超级生活馆 nt 2
武商集团 ntc 4
武商集团工会 nt 1
武垄派出所 nt 2
武垄镇明星村委会 nt 1
武墩派出所 nt 2
武备学堂 nt 3
武大医学院 nt 1
武大口腔医院 nt 1
武夷山市委 nt 1
武夷山电力培训中心 nt 1
武夷山聚缘大酒店 nt 1
武夷山茶苑大酒店 ntch 1
武夷山香馨大酒店 nt 1
武安镇派出所 nt 1
武平茶业 nt 1
武昌书画艺术研究院 nt 2
武昌交通大队 nto 1
武昌傅家坡站 nt 1
武昌分局人口大队 nt 1
武昌巡司河集贸批发市场 nt 1
武昌工学院 nt 2
武昌徐东路小学 nt 2
武昌收费站 nt 1
武昌文化宫 nt 1
武昌某大学研究生院 nt 1
武昌水果湖省纪委信访室 nt 1
武昌洪山体育馆 nt 3
武昌湖北大学 nt 1
武昌焦化厂 nt 1
武昌理工学院 nt 5
武昌船舶重工集团 nt 1
武昌街小学 nt 1
武昌造船厂 ntcf 14
武桥镇养老院 nt 2
武警上海总队 nt 1
武警中队 nt 6
武警中队工作站 nt 1
武警军官派出所 nt 2
武警北京总队 nt 2
武警北京总队医院骨科 nt 1
武警北京总队十四支队 nt 3
武警医院 nt 8
武警医院妇产中心 nt 1
武警医院妇产科 nt 2
武警南漳消防中队 nt 1
武警厦门支队 nt 1
武警学院站 nt 6
武警安徽马鞍山边检站 nt 1
武警广东总队医院 nth 1
武警广东省边防总队 nt 2
武警广东边防总队 nt 2
武警广西总队 nt 1
武警总队 nt 6
武警指挥学院 nt 5
武警支队 nt 9
武警新疆公安边防总队 nt 1
武警新疆吉木乃边检站 nt 1
武警新疆总队第六支队 nt 3
武警武汉市支队 nt 1
武警河北总队 nt 1
武警浙江总队直属支队 nt 1
武警海南省总队 nt 4
武警深圳市支队 nt 2
武警深圳特检站 nt 14
武警湖北总队 nt 3
武警漳州森林大队 nt 1
武警特战队 nt 1
武警甘肃总队 nt 1
武警甘肃森林总队 nt 1
武警甘肃省森林总队 nt 1
武警省总队 nt 1
武警省总队党委 nt 1
武警福建省森林总队 nt 1
武警西藏总队 nt 9
武警西藏总队党委 nt 3
武警警官学院 nt 16
武警辽宁省总队医院 nth 1
武警迪庆藏族自治州支队 nt 1
武警部队党委 nt 3
武警部队医学院附属医院 nt 1
武警部队后勤部 nt 1
武警重庆总队医院 nth 1
武警重庆总队医院妇产中心 nt 1
武警重庆总队医院妇产科 nt 1
武警龙岩支队 nt 4
武进购物中心 nt 1
武邑陆军 nt 1
武重集团 nt 1
武钢书法家协会 nt 1
武钢工程技术集团自动化公司 nt 2
武钢港东水厂 nt 1
武钢重工集团 nt 2
武钢集团 nt 14
武钢集团公司 nt 1
武钢霍邱冶金工业园 nt 1
武铁公安处 nt 8
武铁公安局 nt 2
武铁麻城公安处 nt 2
武陵高中 nt 1
歧山村选举委员会 nt 1
死亡医院 nth 2
死亡博物馆 nt 6
段祺瑞执政府 nt 8
毅腾俱乐部 nt 2
毅腾队 nt 1
毓璜顶医院 nth 2
比亚迪公司 nt 1
比亚迪店 nt 1
比什凯克热电厂 nt 1
比勒陀利亚地方法院 nt 1
比勒陀利亚高等法院 nt 1
毕小利公司 nt 2
毕小利办 nt 1
毛泽东同志纪念馆 nt 2
毛泽东才溪乡调查纪念馆 nt 2
毛泽东纪念馆联谊会 nt 3
毛里求斯使馆 nt 1
